row_id,ICS209,sentence_summary,citation_link,platform,date,time,
36,36,Central pressure (from 970mb down to 946mb). This already could be a CAT 4 storm,https://twitter.com/Fox4Weather/status/1167579234178654209?s=20,Twitter,8/30/2019,7:25 PM,
37,36,"#Dorian is quickly becoming the extremely powerful #hurricane that we feared, and it is headed for the NW Bahamas next",https://twitter.com/EricBlake12/status/1167579300197011462?s=20,Twitter,8/30/2019,7:26 PM,
38,36,"CNN Video Clip ""You have to assume the worst. Hope for the best but assume the worst.""",https://twitter.com/CNN/status/1167582252169125888?s=20,Twitter,8/30/2019,7:37 PM,
39,36,#Hurricane #Dorian going into hyper drive... down to estimated 946mb pending a sonde.  This bad boy dropped from 1000mb to est. ~946 mb in a 30 mile stretch.  Wild ride ahead...I expect a run at Cat 5,https://twitter.com/AlaStormTracker/status/1167577256685985793?s=20,Twitter,8/30/2019,7:18 PM,
40,38, Shelves are empty. Gas stations are running out of gas too,https://twitter.com/AWritersLifeTBC/status/1167580930661343232?s=20,Twitter,8/30/2019,7:32 PM,
41,36,"""Monster"" Hurricane Dorian Hits Category 3 and Is Projected to Hit Cat 4",https://twitter.com/dahboo7/status/1167584257751076864?s=20,Twitter,8/30/2019,7:45 PM,
42,38,pressure reading of ~950 mb just now from NOAA Hurricane Hunters (5 PM estimate was 970 mb). Substantial pressure falls at the center of Hurricane #Dorian tonight. Significant strengthening is underway in an already dangerous storm,https://twitter.com/MichaelRLowry/status/1167579629307289606?s=20,Twitter,8/30/2019,7:27 PM,
43,36,"It will be a real threat to parts of the Bahamas this weekend, then threaten Florida",https://twitter.com/georgekourounis/status/1167582790101192704?s=20,Twitter,8/30/2019,7:40 PM,
44,36,This evening's update on Hurricane #Dorian as it continues its march across the western Caribbean,https://twitter.com/PSUWeather/status/1167579202893340677?s=20,Twitter,8/30/2019,7:25 PM,
45,38,"Aircraft Recon has found pressure reading of ~946 mb in the eye of Hurricane #Dorian. For reference, the 5 pm advisory from the NHC has it at 970 mb. Big drop in pressure",https://twitter.com/Wx_Geek/status/1167576743919702017?s=20,Twitter,8/30/2019,7:16 PM,
46,38,Hurricane Dorian at 5 p.m. Winds: 115 mph Pressure: 970 mb // Hurricane Dorian at 8 p.m. Winds: 125 mph Pressure: 950 mb,https://twitter.com/AndySlater/status/1167584153262538752?s=20,Twitter,8/30/2019,7:45 PM,
47,36,"‘MONSTER’ HURRICANE: Hurricane Dorian has grown into an extremely dangerous Category 3 storm, taking a menacing turn toward Florida and expected to grow even stronger before taking aim at Florida",https://twitter.com/ABCWorldNews/status/1167581699275919360?s=20,Twitter,8/30/2019,7:35 PM,
48,36,Hurricane #Dorian looks on its way to becoming Category 4 very soon. Latest advisory: 125 max sustained winds but Hurricane Hunters have found stronger. Incredible 20 millibar drop in the low pressure center of the storm. Rapid intensification underway,https://twitter.com/MorganKIRO7/status/1167585614482628609?s=20,Twitter,8/30/2019,7:51 PM,
49,38,Hurricane #Dorian has intensified over the past several hours.  It now has winds of 125 mph,https://twitter.com/EdPiotrowski/status/1167585615820595203?s=20,Twitter,8/30/2019,7:51 PM,
50,38,Hurricane Dorian prompts SunRail to suspend all service next week,https://twitter.com/orlandosentinel/status/1167579171821776896?s=20,Twitter,8/30/2019,7:25 PM,
51,38,"Friday evening, Dorian was gaining strength over the Atlantic Ocean, a Category 3 storm with winds of 115 mph",https://twitter.com/nytimes/status/1167584051399725056?s=20,Twitter,8/30/2019,7:45 PM,
52,28,"8 pm Update: Hurricane Dorian is a high-end Cat. 3 storm with winds of 125 mph, could become a Cat. 4 overnight",https://twitter.com/capitalweather/status/1167586858982924288?s=20,Twitter,8/30/2019,7:56 PM,
53,38,"""Here is today's incredible full day 1-min GOES-16 animation of #Hurricane #Dorian. Its structure has remained remarkably consistent today with no signs of an eyewall replacement cycle imminent.""",https://twitter.com/pppapin/status/1167943143628529664,Twitter,8/31/2019,7:31 PM,
54,36,"""Impressive radar image of Hurricane #Dorian from the NOAA Hurricane Hunters from the eye.  The NOAA and Air Force Reserve aircraft are both in #Dorian collecting critical data.  The hurricane remains at category four strength. Latest here: https://nhc.noaa.gov/text/refresh/MIATCPAT5+shtml/312051.shtml?""",https://twitter.com/NHC_Atlantic/status/1167947356517453825,Twitter,8/31/2019,7:48 PM,
55,36,"""Here's a look at Hurricane Dorian via 1-min GOES-16 infrared satellite imagery. Pretty amazing detail, wouldn't you say?  The storm remains a dangerous category 4 storm with maximum sustained winds of 150 mph.""",https://twitter.com/NWSKansasCity/status/1167933427795906560,Twitter,8/31/2019,6:53 PM,
56,36,"""Models have been shifting west this afternoon and now several either make landfall or come close to making a Florida landfall. This model (HWRF) jumped around 150 miles from its previous run to show major hurricane #Dorian making landfall on Tuesday evening near Cape Canaveral.""",https://twitter.com/andrewwulfeck/status/1167945340512690177,Twitter,8/31/2019,7:40 PM,
57,34,State of Ohio- Butler County Incident Management Team heading to Florida for Hurricane Dorian,https://www.facebook.com/jeff.galloway.94/posts/pfbid02mMLKo8rwiMZNe9PrktYdmALH3wxxKo6Lu9jR2ZGN3XBaZJRzhpwbrqt9skAQP4nMl,Facebook,8/31/2019,8:18 AM,
58,28,"11 AM UPDATE: Hurricane Dorian models have consistently shifted east over the past 24 hours. While changes still do remain possible in final track, this is a positive enough trend for the NHC to remove SW Florida from the cone",https://www.facebook.com/MattDevittWeather/photos/a.331079453642527/2444505248966593/,Facebook,8/31/2019,10:58 AM,
59,36,"The National Hurricane Center warned of a ""notable change"" to Hurricane Dorian's possible path into Tuesday, stressing that it could make landfall in Florida, Georgia or the Carolinas. Most of Florida remains in the so-called ""cone of uncertainty.""",https://fb.watch/i-bhbxLbFR/,Facebook,8/31/2019,4:14 PM,
60,36,Radar image of Hurricane #Dorian from the NOAA Hurricane Hunters from the eye.  The NOAA and Air Force Reserve aircraft are both in #Dorian collecting critical data.  The hurricane remains at category four strength,https://twitter.com/NHC_Atlantic/status/1167947356517453825?s=20,Twitter,8/31/2019,7:48 PM,
61,36,"The waves were getting larger on Elbow Cay in the northern Bahamas on Saturday.  If Hurricane Dorian stays on its present course, Elbow Cay could be directly impacted by the storm on Sunday and Monday.  Waves could reach heights of 20 feet!",https://twitter.com/WeatherNation/status/1167935093794471943?s=20,Twitter,8/31/2019,7:00 PM,
62,38,"Saturday evening video update on Hurricane #Dorian, an extreme threat to the Bahamas and *still* a threat to the southeast US",https://twitter.com/TropicalTidbits/status/1167948364530323458?s=20,Twitter,8/31/2019,7:52 PM,
63,38," #Dorian made a NW to SE quadrant pass thru the storm & found flight level winds near 145 KT w/ potentially as strong, uncontaminated sfc winds. If these measurements hold up, then Hurricane #Dorian has become a category 5 hurricane.",https://twitter.com/webberweather/status/1167945280001462272?s=20,Twitter,8/31/2019,7:40 PM,
64,36,model (HWRF) jumped around 150 miles from its previous run to show major hurricane #Dorian making landfall on Tuesday evening near Cape Canaveral.,https://twitter.com/andrewwulfeck/status/1167945340512690177?s=20,Twitter,8/31/2019,7:40 PM,
65,28,dangerous category 4 storm with maximum sustained winds of 150 mph,https://twitter.com/NWSKansasCity/status/1167933427795906560?s=20,Twitter,8/31/2019,6:53 PM,
66,36,Hurricane Dorian Update: Florida Still in Cone of Uncertainty as the Hurricane Tracks East of the Sunshine State,https://twitter.com/WDWNT/status/1167937121555927040?s=20,Twitter,8/31/2019,7:08 PM,
67,36,A look into the eye of Hurricane #Dorian today,https://twitter.com/TravisABC13/status/1167934607741767680?s=20,Twitter,8/31/2019,6:58 PM,
68,38,"Hurricane Dorian shifts path toward Georgia, Carolinas",https://twitter.com/thehill/status/1167947439656988672?s=20,Twitter,8/31/2019,7:49 PM,
69,28,"640 PM EDT Sat. Aug 31, 2019 GOES-16 imagery of Hurricane Dorian moving towards the Bahamas. Strong rips & large waves are expected along the area beaches. More impacts are possible for northeast SC & southeast NC by mid-week",https://twitter.com/NWSWilmingtonNC/status/1167932736062906377?s=20,Twitter,8/31/2019,6:50 PM,
70,36,updated county by county forecasts for hurricane #Dorian,https://twitter.com/TMainolfiWESH/status/1167937776056033281?s=20,Twitter,8/31/2019,7:10 PM,
71,28,From weak hurricane to powerful Category 4 hurricane... The last 48 hours of Hurricane #Dorian are amazing,https://twitter.com/NStewCBS2/status/1167949152631709698?s=20,Twitter,8/31/2019,7:55 PM,
72,38,8 PM Advisory for Hurricane #Dorian is out. No major changes as it bears down on the Bahamas,https://twitter.com/WPLGLocal10/status/1167947559916072961?s=20,Twitter,8/31/2019,7:49 PM,
73,35,"Depending on the exact track of Hurricane Dorian, we have the potential to see direct impacts with regards to heavy rain, wind, and storm surge. However, immediate concerns are the increase risk for Rip Currents at the beaches beginning tomorrow",https://twitter.com/NWSWakefieldVA/status/1167927116412772352?s=20,Twitter,8/31/2019,6:28 PM,
74,36,The NOAA and Air Force Reserve aircraft are both in #Dorian collecting critical data.  The hurricane remains at category four strength,https://twitter.com/live_hurricane/status/1167949007986937862?s=20,Twitter,8/31/2019,7:55 PM,
75,35,Florida urged to plan for 7 days without power as Hurricane Dorian approaches,https://twitter.com/Thomas1774Paine/status/1167942660910284805?s=20,Twitter,8/31/2019,7:30 PM,
76,28,"Hurricane #Dorian remains a powerful Cat. 4 storm as it moves toward the Bahamas, where Hurricane Warnings are in effect. A Tropical Storm Watch has been issued for Deerfield Beach to Sebastian Inlet in Florida.",https://twitter.com/KatieWallsTV/status/1167942752568430594?s=20,Twitter,8/31/2019,7:30 PM,
77,28,"Hurricane Dorian slowed its forward progress Saturday, but increased its sustained wind speed, nearing Category 5 force",https://twitter.com/breakingweather/status/1167940491293286400?s=20,Twitter,8/31/2019,7:21 PM,
78,28,"Hurricane Dorian remains a powerful Category 4 storm, tropical storm watch continues from Deerfield Beach to Sebastian Inlet",https://twitter.com/WPTV/status/1167947901844086785?s=20,Twitter,8/31/2019,7:50 PM,
79,28,Hurricane Dorian: South Carolina declares state of emergency as storm shifts course,https://twitter.com/oliversalasl/status/1167938533505433605?s=20,Twitter,8/31/2019,7:13 PM,
80,36,Storm surges from Hurricane Dorian are expected to exceed 15 feet in the Bahamas,https://twitter.com/nytimesworld/status/1167943164444889088?s=20,Twitter,8/31/2019,7:32 PM,
81,36,"two Hurricane Hunter planes investigating #Dorian this evening. The second has found a similar central pressure (942.5mb) but significantly higher winds within the NW eyewall (>140kts). If the NHC deems these values reliable, Dorian would be a Category 5 storm",https://twitter.com/JackSillin/status/1167944214409175040?s=20,Twitter,8/31/2019,7:36 PM,
82,28,"8 PM update on Dorian, which remains a high-end Category 4 hurricane with winds of 150 mph, though the central pressure has fallen a bit more",https://twitter.com/NWSAtlanta/status/1167950108224131072?s=20,Twitter,8/31/2019,7:59 PM,
83,38,"Hurricane Dorian, now a powerful Category 4 with 145 mph winds, picked up strength early Saturday and also changed direction -- with the current track forecast to possibly make landfall in the Carolinas late Wednesday",https://twitter.com/GMA/status/1167942644263092227?s=20,Twitter,8/31/2019,7:30 PM,
84,28,"""8 PM UPDATE: Hurricane Dorian maintains same max wind speed of 185 MPH. Still moving west at 5 MPH.  NHC forecasts move west to west-northwest will occur over next 1-2 days. After that, a turn northwest is expected. Here’s a satellite loop of Dorian""",https://twitter.com/OfficialJoelF/status/1168312149527138306,Twitter,9/1/2019,7:58 PM,
85,30,"""I've  been working on a show out in the Bahamas, and they are being just ravaged by Hurricane Dorian. I don't think there is a lot of coverage in the local media of the damage that is happening here, because we will mainly here about Florida.""",https://twitter.com/AndreaCudaCine/status/11683052156673556499,Twitter,9/1/2019,7:30 PM,
86,35,"#NOAA42 ""Kermit"" flies through Category 5 Hurricane #Dorian during the 09/01/19 morning mission (credit: Ian Sears, NOAA)",https://fb.watch/i-9nTMshGb/,Facebook,9/1/2019,10:22 PM,
87,28,STORM WATCH: We're tracking Hurricane Dorian while it slowly crosses over the Bahamas as an extremely destructive and dangerous Category 5 storm,https://fb.watch/i-9B0pGkcC/,Facebook,9/1/2019,6:13 PM,
88,30,In the eye!! #hurricanedorian,https://fb.watch/i-9GZwbUdk/,Facebook,9/1/2019,2:09 PM,
89,28,"Hurricane Dorian has reached Category 5 strength today, and has has now reached a stronger point than Hurricane Andrew. Dorian as it made landfall in the Bahamas is tied for the strongest Atlantic hurricane landfall in recorded history (1935 Labor Day hurricane). Sustained winds: 185 mph Estimated gusts: 220 mph Minimum pressure: 911 mb",https://fb.watch/i-9ZQb_PeF/,Facebook,9/1/2019,3:00 PM,
90,35,Praying for Abaco as they go through the second part of the hurricane,https://fb.watch/i-agr7LjpY/,Facebook,9/1/2019,2:47 PM,
91,38,"views September 1 of Hurricane Dorian from 260 miles in altitude at 12:16 p.m. Eastern time as it churned over the Atlantic Ocean over the northern Bahamas. The storm, which is moving in a westerly direction with sustained winds of 180 miles an hour, is a dangerous Category 5 hurricane, carrying the strongest winds in recorded history for the northwestern Bahamas. The National Hurricane Center said in its 11 a.m. EDT advisory that Dorian is inflicting catastrophic damage to the Abacos and Grand Bahama Islands. Dorian is forecast to approach the east coast of Florida before taking a possible track up the southeastern U.S. seaboard later this week.",https://fb.watch/i-anKL3xrM/,Facebook,9/1/2019,1:22 PM,
92,34,READY TO HELP: Hundreds of utility trucks from 34 states are now in Florida to help restore power in preparation for Hurricane Dorian,https://fb.watch/i-asvP-AGg/,Facebook,9/1/2019,6:16 PM,
93,28,Video of the damage in the Bahamas is starting to flow in after Hurricane Dorian made landfall this afternoon as a Category 5 storm with maximum sustained winds of 185 miles per hour and wind gusts of 220 miles per hour,https://fb.watch/i-atVSoRPI/,Facebook,9/1/2019,3:10 PM,
94,28,"Hurricane Dorian has finally strengthened to a Cat. 5 Hurricane as it approaches the Abaco Islands. This will be devastating for parts of the Bahamas w/ life-threatening storm surge, destructive winds & likely flash flooding",https://fb.watch/i-aSMj2wXG/,Facebook,9/1/2019,8:19 AM,
95,34,"Thanks to shelters and volunteers working together all across the east coast, hundreds of animals are being transported out of harm's way — just like these animals leaving Charleston Animal Society to rescues further north or inland",https://www.facebook.com/bestfriendsanimalsociety/posts/pfbid0LiKZGT47RuX9dR3ZFSMgE46yc6RihKEee3o9dxrBrS7dYbGkm6NLFiHC5e6ZokAal,Facebook,9/1/2019,8:23 PM,
96,30,Marsh Harbour is destroyed from Hurricane Dorian. They have another round to go because this was filmed during the eye of the storm,https://fb.watch/i-bbMnWe3V/,Facebook,9/1/2019,4:13 PM,
97,36,DENIS PHILLIPS LIVE | Chief Meteorologist Denis Phillips is tracking Hurricane Dorian and answering your questions,https://fb.watch/i-bYGai3yc/,Facebook,9/1/2019,6:55 PM,
98,30,"Home in Grand Bahama is flooded up to 10ft, they all had to run upstairs where they are now trapped",https://fb.watch/i-9wRevjeg/,Facebook,9/2/2019,NA,
99,38,A mayor in Florida gives a rallying cry as Hurricane Dorian is expected to creep towards the US state later today. The storm is the strongest anywhere on the planet this year,https://fb.watch/i-9MEwR9Ks/,Facebook,9/2/2019,8:15 AM,
100,36,"East Coast Marines and families, monitor your installation's official social media and website for Hurricane Dorian updates",https://fb.watch/i-99sfIzKr/,Facebook,9/2/2019,10:46 PM,
101,30,"A Freeport man wades through knee-deep water that flooded his home as Hurricane Dorian batters the Bahamas, bringing life-threatening storm surge and flash flooding to the islands",https://fb.watch/i-9QiQ3Uvv/,Facebook,9/2/2019,10:40 AM,
102,36,The Air Force Reserve Hurricane Hunters shared video of their efforts to track Hurricane Dorian. The Category 4 storm continued to batter the Bahamas early Monday while coastal residents from Florida to the Carolinas are keeping an eye on the storm's path that may bring it perilously close to the Southeast seaboard over the next few days,https://fb.watch/i-apF7mCdy/,Facebook,9/2/2019,1:55 PM,
103,35,"""That’s my kitchen window that water is hitting, and that has to be a minimum of about 20 feet above the ground."" Bahamas Minister for Agriculture Michael Pintard describes flooding from Hurricane Dorian at his house in Grand Bahama",https://fb.watch/i-aM-4fTJw/,Facebook,9/2/2019,1:47 PM,
104,35,he coast is in trouble! High tide is still an hour out and we should start feeling effects of tropical storm by this evening!,https://www.facebook.com/reel/10219117369182138,Facebook,9/2/2019,10:04 AM,
105,34,"READY TO HELP: Hundreds of utility trucks are lined up at staging areas across the state, including Clearwater, as they prepare to restore power after Hurricane Dorian. Crews from 34 states are now in Florida",https://fb.watch/i-aR2aMjyE/,Facebook,9/2/2019,8:13 AM,
106,35,"All vehicles are fully underwater at the Police Headquarters in Freeport, Grand Bahama",https://www.facebook.com/reel/2359066991000866,Facebook,9/2/2019,1:30 PM,
107,35,People in the their attic in Grand Bahama and the waves coming through,https://www.facebook.com/reel/411507326160535,Facebook,9/2/2019,1:43 PM,
108,36,Category 5 Hurricane Dorian Advice video,https://www.facebook.com/soccerjamie/videos/10213819914444413,Facebook,9/2/2019,3:32 PM,
109,30,This is what Grand Bahama International Airport looked like before and during Hurricane Dorian,https://fb.watch/i-9JOKNQRH/,Facebook,9/3/2019,10:15 AM,
110,32,My poor little wife got hypothermia… I kept with her and she just drowned on me,https://fb.watch/i-a83tJ-Rj/,Facebook,9/3/2019,9:33 PM,
111,36,Hurricane Dorian is slowly moving towards the East Coast after devastating the Bahamas.  It's one of the most powerful storms to have formed in the Atlantic,https://fb.watch/i-a96TryAM/,Facebook,9/3/2019,7:30 PM,
112,30,“Hurricane Dorian has basically destroyed the Island of Abaco and Grand Bahama,https://www.facebook.com/ShellyAnnFraserPryce/posts/pfbid02MidxDTBbkKq8WNPMQn9ycdvJJzYuqpaSD3yQQDTmy1yJDXEqWMeH9GsfRBVhyUSZl,Facebook,9/3/2019,9:18 AM,
113,30,WATCH: Disturbing aerial footage shows destruction in the Bahamas after Hurricane Dorian pummeled the island nation,https://fb.watch/i-bk0DZwPb/,Facebook,9/3/2019,6:10 PM,
114,30,"This video captures the devastation in the Bahamas as Hurricane Dorian continues to pound the country. “There’s damages everywhere around my area,” one eyewitness said. “Cars and houses destroyed. This is what’s left of Marsh Harbour",https://fb.watch/i-bB9aTwNW/,Facebook,9/3/2019,10:59 AM,
115,30,Bahamas resident Kellie Mackey describes the destruction on the ground as Hurricane Dorian stalls over the islands,https://fb.watch/i-bPnVdo4t/,Facebook,9/3/2019,12:01 AM,
116,28,"Freeport, Gran Bahama. Dorian moved on top of GB and slowed down to a near crawl. Sustained winds of over 160 MPH but yet the storm is only moving at 1MPH",https://fb.watch/i-c6EKSd5K/,Facebook,9/3/2019,10:37 AM,
117,36,"Hurricane Dorian as “parking over” the Bahamas for more than a day, pounding away at its islands while devastating thousands of homes, trapping residents in attics, crippling hospitals, and more",https://fb.watch/i-cdo0kHm7/,Facebook,9/3/2019,9:04 PM,
118,30,"Heartbreaking footage shows the destruction Hurricane #Dorian left on Abaco Island, where it made landfall in the Bahamas",https://twitter.com/pattrn/status/1169021862782877696?s=20,Twitter,9/3/2019,6:58 PM,
119,30,Heartbreaking aerial video shows the destruction and devastation Hurricane Dorian left behind in the Abaco Islands in the Bahamas,https://twitter.com/wsvn/status/1169025436698984449?s=20,Twitter,9/3/2019,7:12 PM,
120,35,Here was the strongest squall I captured (safely) in Fort Pierce. Max gusts between 50 - 60 mph,https://twitter.com/MattDevittWINK/status/1169030709937344512?s=20,Twitter,9/3/2019,7:33 PM,
121,34,ALERT: RESIDENTS IN EVACUATED ZONES MUST LEAVE NOW DUE TO THE INCREASING THREAT FROM HURRICAN,https://twitter.com/SCEMD/status/1169036403117891586?s=20,Twitter,9/3/2019,7:56 PM,
122,28,185 mph hurricane #Dorian vs the 110 mph huge size hurricane #Dorian. The storm changed a lot in the last 36-48 hours and grew noticeably in size,https://twitter.com/ChrisRoderick/status/1169033459400097792?s=20,Twitter,9/3/2019,7:44 PM,
123,36,"Hurricane #Dorian, as it sets move up the Carolina coast Thursday and Friday. Hurricane watches and Storm Surge Watches continue for most of Eastern NC",https://twitter.com/NWSMoreheadCity/status/1169023946907406338?s=20,Twitter,9/3/2019,7:06 PM,
124,35,Projected rainfall totals associated with #Hurricane #Dorian. 6-10 inches possible across coastal #NC,https://twitter.com/NWSMoreheadCity/status/1169026752171171840?s=20,Twitter,9/3/2019,7:17 PM,
125,30,WATCH: Aerial footage shows scale of devastation of Abaco in Bahamas after Hurricane Dorian,https://twitter.com/NBCNews/status/1169027290715394048?s=20,Twitter,9/3/2019,7:20 PM,
